codice_sku,nome_prodotto,marca,categoria,sottocategoria,unita_misura,quantita_disponibile,quantita_minima,stato_scorte,prezzo_acquisto_eur,prezzo_vendita_eur,margine_pct,iva_pct,fornitore,scaffale,data_scadenza
SKU13419,Salame Milano,Beretta,Carne,Bovino,pz,131,27,OK,13.73,18.3,33.3,10,BioItalia Srl,H12,2026-07-05
SKU13420,Gel doccia profumato 500ml,Gillette,Igiene Personale,Rasatura,ml,218,24,OK,10.53,16.12,53.1,22,Nord Food SpA,G05,2029-02-08
SKU13421,Minestrone surgelato,Findus,Surgelati,Gelati,g,75,14,OK,10.59,16.38,54.7,10,Agrimax Coop,C07,2028-04-19
SKU13428,Avocado,Bonduelle,Frutta e Verdura,Frutta fresca,mazzo,0,20,ESAURITO,6.27,9.26,47.7,4,Nord Food SpA,A12,2026-07-04
SKU13436,Limonata Sanpellegrino 330ml,Moretti,Bevande,Bibite,ml,121,17,OK,12.83,16.49,28.5,22,Continental Trade,K13,2028-04-07
SKU13444,Sale fino 1kg,Carli,Condimenti e Spezie,Spezie,L,159,30,OK,24.3,31.11,28.0,10,BioItalia Srl,G12,2027-09-06
SKU13453,Patate dolci,Bonduelle,Frutta e Verdura,Frutta fresca,mazzo,181,10,OK,20.68,29.13,40.9,4,Continental Trade,L01,2026-06-29
SKU13462,Taleggio,Müller,Latticini e Uova,Formaggi,kg,133,23,OK,15.31,22.25,45.3,10,Continental Trade,A05,2026-07-10
SKU13471,Fettine di manzo,Fiorucci,Carne,Salumi,kg,214,27,OK,22.09,27.57,24.8,10,Continental Trade,K06,2026-07-03
SKU13478,"Acqua frizzante 1,5L",Yoga,Bevande,Alcol,L,46,18,OK,24.18,28.03,15.9,22,Continental Trade,F07,2028-01-18
SKU13483,Burrata,Granarolo,Latticini e Uova,Latte,conf,65,10,OK,15.31,19.35,26.4,10,Import & Export Frescura,G15,2026-07-13
SKU13484,Succo di arancia 100%,Sanpellegrino,Bevande,Succhi,ml,25,17,OK,1.05,1.23,17.1,22,Frigo Transport SpA,F08,2027-09-13
SKU13491,Latte fresco intero,Grana Padano DOP,Latticini e Uova,Uova,g,126,12,OK,6.94,9.64,38.9,10,Frigo Transport SpA,B15,2026-07-20
SKU13492,Cetriolini sott'aceto,Star,Conserve e Legumi,Legumi,g,162,18,OK,11.58,15.56,34.4,10,Import & Export Frescura,J07,2028-08-14
SKU13494,Tonno in scatola al naturale,Callipo,Pesce,Pesce fresco,kg,128,25,OK,16.04,21.31,32.9,10,Macro Distribuzione,J04,2026-06-30
SKU13498,Cannelloni surgelati,Rana,Surgelati,Piatti pronti,conf,246,19,OK,12.81,14.74,15.1,10,Agrimax Coop,A01,2026-10-25
SKU13506,Couscous 500g,Garofalo,Pasta e Riso,Pasta lunga,kg,215,16,OK,23.55,30.66,30.2,4,Distribuzione Sud Srl,C12,2029-01-17
SKU13515,"Acqua naturale 0,5L",Fanta,Bevande,Succhi,pz,185,9,OK,2.79,3.99,43.0,22,BioItalia Srl,K07,2028-05-22
SKU13521,Senape 200g,Knorr,Condimenti e Spezie,Aceto,g,69,19,OK,7.54,10.94,45.1,10,Macro Distribuzione,F13,2027-04-27
SKU13529,Succo di arancia 100%,Nestlé Pure Life,Bevande,Alcol,L,155,5,OK,25.62,30.83,20.3,22,Distribuzione Sud Srl,L08,2027-06-18
SKU13536,Gelato vaniglia 1L,Nestlé,Surgelati,Verdure surgelate,conf,166,25,OK,15.21,22.28,46.5,10,Distribuzione Sud Srl,L07,2027-11-23
SKU13538,Olive verdi denocciolate,Star,Conserve e Legumi,Pomodoro,g,207,29,OK,10.22,12.48,22.1,10,Mediterr. Foods,G05,2027-07-08
SKU13546,Anguria,MarcaRe,Frutta e Verdura,Verdura fresca,kg,91,27,OK,21.31,30.31,42.2,4,Fresh Logistics Srl,K11,2026-07-02
SKU13550,Trota filetto,Callipo,Pesce,Molluschi,kg,180,27,OK,1.32,1.78,34.8,10,Distribuzione Sud Srl,D06,2026-07-08
SKU13557,Emmental,Müller,Latticini e Uova,Uova,g,168,11,OK,14.16,17.25,21.8,10,Fresh Logistics Srl,C15,2026-07-07
SKU13560,Balsamo capelli 200ml,L'Oréal,Igiene Personale,Igiene orale,ml,225,12,OK,7.49,10.32,37.8,22,Distribuzione Sud Srl,L13,2030-06-21
SKU13565,Pepe in grani,Heinz,Condimenti e Spezie,Olio,L,241,26,OK,0.35,0.46,31.4,10,Frigo Transport SpA,G15,2027-07-01
SKU13567,Pepe nero macinato,Heinz,Condimenti e Spezie,Aceto,ml,226,6,OK,14.03,19.04,35.7,10,Import & Export Frescura,H03,2028-03-22
SKU13575,Pomodori pelati 400g,Heinz,Conserve e Legumi,Pomodoro,pz,206,23,OK,5.69,6.73,18.3,10,BioItalia Srl,L12,2028-02-29
SKU13577,Sgombro in scatola,Rio Mare,Pesce,Pesce fresco,g,24,25,CRITICO,9.42,11.07,17.5,10,Frigo Transport SpA,A07,2026-07-07
SKU13583,Mezze penne 500g,Barilla,Pasta e Riso,Riso,g,210,6,OK,13.42,20.58,53.4,4,Nord Food SpA,K04,2028-09-17
SKU13591,Detersivo piatti liquido 500ml,Lenor,Pulizia Casa,Detersivi lavatrice,pz,234,6,OK,16.34,19.35,18.4,22,Macro Distribuzione,L13,2027-11-06
SKU13594,Basilico,Bonduelle,Frutta e Verdura,Frutta fresca,kg,16,18,CRITICO,1.82,2.54,39.6,4,Continental Trade,A14,2026-07-02
SKU13601,Panini al latte,EasyShop,Pane e Bakery,Grissini e Crackers,pz,2,24,CRITICO,24.25,35.53,46.5,10,Mediterr. Foods,H05,2026-07-09
SKU13607,Curcuma,Bertolli,Condimenti e Spezie,Olio,ml,27,11,OK,12.88,16.5,28.1,10,Fresh Logistics Srl,B03,2028-05-23
SKU13611,"Coca-Cola 1,5L",Peroni,Bevande,Alcol,ml,158,28,OK,7.4,9.76,31.9,22,BioItalia Srl,C06,2029-03-18
SKU13612,Uva bianca,Bonduelle,Frutta e Verdura,Erbe aromatiche,mazzo,193,25,OK,16.49,22.35,35.5,4,Fresh Logistics Srl,J04,2026-07-10
SKU13615,Mortadella,Fiorucci,Carne,Suino,kg,132,5,OK,17.01,21.54,26.6,10,BioItalia Srl,I10,2026-07-06
SKU13616,Cracker integrali,Galbusera,Pane e Bakery,Pane,pz,201,11,OK,27.35,38.46,40.6,10,BioItalia Srl,L06,2026-08-02
SKU13624,Birra analcolica,Sprite,Bevande,Succhi,pz,157,15,OK,23.9,32.9,37.7,22,Macro Distribuzione,C12,2027-04-09
SKU13632,Detersivo lavatrice polvere 3kg,Lenor,Pulizia Casa,Detersivi cucina,pz,177,12,OK,6.38,7.35,15.2,22,Fresh Logistics Srl,D10,2028-10-27
SKU13640,Crema idratante viso 50ml,Pantene,Igiene Personale,Detersivi corpo,g,211,10,OK,20.8,25.63,23.2,22,Distribuzione Sud Srl,B04,2029-06-27
SKU13641,Verdure miste 750g,Bird's Eye,Surgelati,Piatti pronti,g,233,23,OK,8.35,10.25,22.8,10,Distribuzione Sud Srl,D06,2027-03-15
SKU13646,Pollo intero,Fiorucci,Carne,Suino,kg,62,22,OK,20.21,25.99,28.6,10,Distribuzione Sud Srl,D01,2026-07-02
SKU13648,Timo,EasyShop,Frutta e Verdura,Verdura fresca,mazzo,86,8,OK,10.8,15.82,46.5,4,Mediterr. Foods,E02,2026-07-03
SKU13654,Aceto balsamico di Modena,Star,Condimenti e Spezie,Olio,ml,224,18,OK,27.37,42.4,54.9,10,Agrimax Coop,C04,2027-04-06
SKU13658,Lasagne alla bolognese surgelate,Algida,Surgelati,Verdure surgelate,conf,62,25,OK,9.11,12.04,32.2,10,Fresh Logistics Srl,D04,2028-02-24
SKU13663,Detersivo lavastoviglie polvere 3kg,Scottex,Pulizia Casa,Detersivi cucina,rotoli,223,13,OK,7.15,10.02,40.1,22,Fresh Logistics Srl,I06,2028-08-27
SKU13665,Spugna cucina x4,Dash,Pulizia Casa,Superfici,pz,192,25,OK,4.94,6.45,30.6,22,Continental Trade,H14,2028-06-26
SKU13671,Crema corpo 400ml,Gillette,Igiene Personale,Igiene orale,pz,121,20,OK,19.54,28.06,43.6,22,Frigo Transport SpA,K14,2027-09-08
SKU13675,Sgombro in scatola,Callipo,Pesce,Pesce conservato,conf,108,14,OK,24.21,31.68,30.9,10,Agrimax Coop,G06,2026-07-02
SKU13684,Ricotta vaccina,Yomo,Latticini e Uova,Uova,L,58,16,OK,2.63,3.49,32.7,10,Mediterr. Foods,I12,2026-07-24
SKU13691,Nutella 750g,Ferrero,Dolci e Snack,Snack salati,g,69,15,OK,11.63,17.12,47.2,22,Agrimax Coop,H09,2027-05-21
SKU13696,Olio di girasole 1L,Filippo Berio,Condimenti e Spezie,Olio,L,131,21,OK,25.27,32.04,26.8,10,BioItalia Srl,B11,2027-01-23
SKU13698,Pomodori pelati 800g,Star,Conserve e Legumi,Verdure conservate,pz,64,15,OK,5.85,7.19,22.9,10,Import & Export Frescura,D04,2028-12-14
SKU13701,Guanti lattice x10,Ace,Pulizia Casa,Carta casa,pz,200,16,OK,0.54,0.69,27.8,22,Fresh Logistics Srl,L03,2027-07-20
SKU13709,Pepe nero macinato,Carli,Condimenti e Spezie,Aceto,L,191,28,OK,24.27,30.12,24.1,10,BioItalia Srl,I13,2028-05-17
SKU13718,Panno microfibra x3,Lenor,Pulizia Casa,Carta casa,L,109,11,OK,9.74,11.54,18.5,22,Mediterr. Foods,H11,2027-08-26
SKU13724,Bresaola,Beretta,Carne,Pollame,conf,207,20,OK,8.76,12.66,44.5,10,BioItalia Srl,H03,2026-07-04
SKU13731,Guanti lattice x10,Ace,Pulizia Casa,Detersivi cucina,L,8,30,CRITICO,9.33,10.82,16.0,22,Macro Distribuzione,J11,2029-09-03
SKU13738,Cozze,Rio Mare,Pesce,Molluschi,g,84,8,OK,15.11,18.51,22.5,10,Import & Export Frescura,B09,2026-06-30
SKU13740,Pepe in grani,Carli,Condimenti e Spezie,Aceto,ml,6,20,CRITICO,1.19,1.7,42.9,10,Nord Food SpA,G09,2027-07-11
SKU13744,Baccalà secco,SmartBuy,Pesce,Pesce fresco,g,2,21,CRITICO,2.24,2.63,17.4,10,Frigo Transport SpA,G11,2026-06-30
SKU13746,Speck,Natura+,Carne,Suino,conf,33,11,OK,20.89,27.27,30.5,10,Frigo Transport SpA,L06,2026-07-05
SKU13749,Acqua tonica,Fanta,Bevande,Succhi,ml,117,26,OK,16.57,22.39,35.1,22,Distribuzione Sud Srl,C07,2028-03-23
SKU13751,Filone rustico,Gran Cereale,Pane e Bakery,Fette biscottate,g,118,19,OK,25.52,38.32,50.2,10,Nord Food SpA,E14,2026-08-01
SKU13757,Deodorante roll-on 50ml,Oral-B,Igiene Personale,Cura capelli,ml,106,10,OK,17.28,25.47,47.4,22,Fresh Logistics Srl,H06,2030-01-18
SKU13764,Aceto balsamico di Modena,Knorr,Condimenti e Spezie,Aceto,L,61,6,OK,16.05,20.98,30.7,10,Continental Trade,E15,2026-12-01
SKU13768,Nutella 400g,Nestlé,Dolci e Snack,Merendine,pz,26,29,CRITICO,3.66,4.75,29.8,22,Mediterr. Foods,C13,2027-06-09
SKU13772,Piselli surgelati 1kg,Nestlé,Surgelati,Gelati,kg,191,26,OK,1.04,1.46,40.4,10,Macro Distribuzione,G13,2027-03-12
SKU13779,Mele Golden,Bonduelle,Frutta e Verdura,Funghi,pz,171,15,OK,3.48,5.28,51.7,4,Mediterr. Foods,B03,2026-06-29
SKU13788,Pesto alla genovese 190g,Knorr,Condimenti e Spezie,Aceto,ml,215,13,OK,26.62,32.11,20.6,10,Distribuzione Sud Srl,K06,2027-01-04
SKU13791,Penne rigate 500g,Arborio,Pasta e Riso,Pasta corta,kg,195,26,OK,20.84,25.37,21.7,4,Agrimax Coop,H08,2027-12-24
SKU13794,Branzino intero,SmartBuy,Pesce,Molluschi,conf,207,25,OK,6.29,8.99,42.9,10,Nord Food SpA,G10,2026-07-09
SKU13799,Biscotti integrali,Nestlé,Dolci e Snack,Cioccolato,pz,51,29,OK,0.43,0.63,46.5,22,BioItalia Srl,D07,2026-12-26
SKU13800,Pane bianco a fette,Mulino Bianco,Pane e Bakery,Pane,g,16,26,CRITICO,9.64,11.83,22.7,10,Agrimax Coop,C13,2026-07-05
SKU13807,Verdure miste 750g,Algida,Surgelati,Gelati,kg,53,24,OK,9.24,12.94,40.0,10,Nord Food SpA,D15,2027-03-31
SKU13809,Mais in scatola,Cirio,Conserve e Legumi,Legumi,ml,99,5,OK,0.72,1.02,41.7,10,BioItalia Srl,B02,2028-10-26
SKU13814,Rosmarino essiccato,Filippo Berio,Condimenti e Spezie,Spezie,ml,77,18,OK,1.52,2.29,50.7,10,Continental Trade,J11,2027-03-18
SKU13819,Burro 125g,Danone,Latticini e Uova,Formaggi,pz,177,29,OK,19.59,27.84,42.1,10,Agrimax Coop,K13,2026-07-23
SKU13827,Burro 250g,Granarolo,Latticini e Uova,Formaggi,g,130,17,OK,17.16,23.75,38.4,10,Fresh Logistics Srl,A04,2026-07-17
SKU13828,Vino bianco Pinot Grigio 750ml,Levissima,Bevande,Acqua,L,62,29,OK,8.86,12.8,44.5,22,Agrimax Coop,G06,2028-05-16
SKU13833,Tonno in scatola al naturale,Callipo,Pesce,Pesce conservato,conf,153,28,OK,5.96,6.94,16.4,10,Macro Distribuzione,C05,2026-07-02
SKU13839,Noce moscata,Bertolli,Condimenti e Spezie,Salse,ml,208,25,OK,14.73,22.7,54.1,10,BioItalia Srl,F10,2027-09-09
SKU13843,Branzino intero,EasyShop,Pesce,Pesce conservato,conf,155,12,OK,22.5,32.14,42.8,10,Macro Distribuzione,D02,2026-07-05
SKU13844,Uova fresche M x6,Granarolo,Latticini e Uova,Formaggi,conf,240,9,OK,26.72,31.28,17.1,10,Nord Food SpA,C15,2026-08-09
SKU13853,Brillantante lavastoviglie,Lysoform,Pulizia Casa,Detersivi cucina,L,79,19,OK,14.36,18.96,32.0,22,BioItalia Srl,H04,2028-06-21
SKU13857,Tagliatelle 500g,Arborio,Pasta e Riso,Cereali secchi,g,220,13,OK,12.72,17.86,40.4,4,Macro Distribuzione,G12,2028-01-13
SKU13860,Nutella 750g,Ferrero,Dolci e Snack,Snack salati,g,39,29,OK,14.3,20.65,44.4,22,Frigo Transport SpA,H05,2026-12-18
SKU13865,Energy drink,Sanpellegrino,Bevande,Succhi,pz,118,17,OK,15.61,19.05,22.0,22,Import & Export Frescura,G07,2028-07-20
SKU13873,Burro 250g,Grana Padano DOP,Latticini e Uova,Latte,g,1,11,CRITICO,20.1,24.69,22.8,10,Macro Distribuzione,I06,2026-07-28
SKU13880,Cracker integrali,Natura+,Pane e Bakery,Pane,g,104,7,OK,8.83,13.64,54.5,10,Frigo Transport SpA,J10,2026-07-13
SKU13884,Detersivo vetri spray,Ace,Pulizia Casa,Carta casa,g,130,16,OK,21.66,31.42,45.1,22,Distribuzione Sud Srl,L02,2029-08-23
SKU13891,Sapone liquido mani 300ml,L'Oréal,Igiene Personale,Detersivi corpo,pz,161,16,OK,13.53,20.55,51.9,22,Agrimax Coop,E07,2030-01-13
SKU13894,Mezze penne 500g,Arborio,Pasta e Riso,Pasta corta,g,3,10,CRITICO,16.32,23.09,41.5,4,Frigo Transport SpA,G12,2028-12-15
SKU13896,Bastoncini di merluzzo,Nestlé,Surgelati,Gelati,conf,77,27,OK,4.89,6.46,32.1,10,Import & Export Frescura,H01,2026-11-24
SKU13898,Origano,Filippo Berio,Condimenti e Spezie,Spezie,g,238,11,OK,22.85,28.74,25.8,10,Import & Export Frescura,A02,2027-03-15
SKU13906,Mandarini,Natura+,Frutta e Verdura,Verdura fresca,conf,110,28,OK,14.84,20.95,41.2,4,Macro Distribuzione,D03,2026-07-09
SKU13909,Trota filetto,Rio Mare,Pesce,Pesce fresco,kg,208,23,OK,14.22,16.98,19.4,10,BioItalia Srl,B01,2026-07-09
SKU13912,Brillantante lavastoviglie,Ace,Pulizia Casa,Detersivi lavatrice,L,160,19,OK,27.53,41.26,49.9,22,Nord Food SpA,F01,2027-12-18
SKU13919,Emmental,Granarolo,Latticini e Uova,Latte,L,124,20,OK,9.78,13.54,38.4,10,Distribuzione Sud Srl,E09,2026-07-03
SKU13920,Fontina,Müller,Latticini e Uova,Burro e Panna,kg,246,21,OK,22.23,28.9,30.0,10,Mediterr. Foods,F12,2026-08-10
SKU13927,Olive nere,Valfrutta,Conserve e Legumi,Condimenti,ml,170,16,OK,27.98,41.32,47.7,10,Fresh Logistics Srl,A15,2027-12-22
SKU13933,Detersivo piatti liquido 500ml,Ariel,Pulizia Casa,Detersivi cucina,ml,213,28,OK,12.96,18.52,42.9,22,Fresh Logistics Srl,C02,2030-06-16
SKU13938,Sapone liquido mani 300ml,Dove,Igiene Personale,Rasatura,pz,131,20,OK,12.82,18.26,42.4,22,BioItalia Srl,A01,2029-04-15
SKU13939,Tabasco piccante,Bertolli,Condimenti e Spezie,Aceto,g,113,26,OK,27.16,39.23,44.4,10,Mediterr. Foods,G13,2028-06-12
SKU13941,Capperi sotto sale,Heinz,Conserve e Legumi,Condimenti,ml,187,8,OK,27.64,41.26,49.3,10,Fresh Logistics Srl,D05,2028-12-21
SKU13944,Stecco al limone x4,Rana,Surgelati,Gelati,g,77,7,OK,1.18,1.59,34.7,10,Mediterr. Foods,B15,2027-12-31
SKU13953,Acciughe sott'olio,Rio Mare,Pesce,Pesce fresco,g,22,27,CRITICO,5.02,7.67,52.8,10,Distribuzione Sud Srl,C12,2026-07-03
SKU13960,Candeggina classica 1L,Lysoform,Pulizia Casa,Detersivi cucina,rotoli,31,26,OK,20.22,28.64,41.6,22,Mediterr. Foods,B09,2029-05-07
SKU13964,Vino bianco Pinot Grigio 750ml,Moretti,Bevande,Alcol,pz,190,27,OK,2.09,2.69,28.7,22,BioItalia Srl,D13,2027-09-14
SKU13966,Rigatoni 500g,Barilla,Pasta e Riso,Pasta corta,kg,190,11,OK,2.77,4.01,44.8,4,Agrimax Coop,F06,2028-01-16
SKU13967,Spaghetti integrali 500g,Arborio,Pasta e Riso,Riso,g,81,18,OK,15.14,22.54,48.9,4,Continental Trade,L05,2028-08-30
SKU13971,Yogurt bianco intero,Granarolo,Latticini e Uova,Burro e Panna,conf,208,9,OK,15.21,20.29,33.4,10,Mediterr. Foods,L10,2026-08-01
SKU13974,Limonata Sanpellegrino 330ml,Sanpellegrino,Bevande,Succhi,cl,8,27,CRITICO,20.99,31.27,49.0,22,Continental Trade,L12,2027-04-28
SKU13979,Collutorio 500ml,Oral-B,Igiene Personale,Rasatura,ml,180,14,OK,17.78,21.98,23.6,22,Macro Distribuzione,C10,2028-08-30
SKU13983,Shampoo antiforfora 400ml,Pantene,Igiene Personale,Igiene orale,pz,100,28,OK,21.8,32.54,49.3,22,Agrimax Coop,A06,2029-09-06
SKU13989,Fette biscottate classiche,Gran Cereale,Pane e Bakery,Grissini e Crackers,pz,186,21,OK,21.29,27.81,30.6,10,BioItalia Srl,L15,2026-08-07
SKU13996,Ricotta vaccina,Parmigiano Reggiano,Latticini e Uova,Burro e Panna,kg,13,30,CRITICO,21.14,29.22,38.2,10,Agrimax Coop,J13,2026-07-11
SKU14004,Schiuma da barba 200ml,Dove,Igiene Personale,Cura capelli,pz,191,30,OK,25.15,31.03,23.4,22,Distribuzione Sud Srl,G03,2028-01-20
SKU14007,Gallette di riso,Galbusera,Pane e Bakery,Pane,g,45,20,OK,25.95,30.84,18.8,10,Continental Trade,L02,2026-07-24
SKU14014,Wurstel di pollo,EasyShop,Carne,Suino,pz,77,20,OK,1.24,1.55,25.0,10,Frigo Transport SpA,L13,2026-07-10
SKU14016,Panno microfibra x3,Regina,Pulizia Casa,Detersivi lavatrice,ml,2,16,CRITICO,7.92,11.18,41.2,22,Nord Food SpA,C02,2030-03-23
SKU14025,Salmone fresco filetto,SmartBuy,Pesce,Pesce fresco,conf,190,27,OK,27.65,37.1,34.2,10,Agrimax Coop,G09,2026-07-05
SKU14032,Quinoa 400g,De Cecco,Pasta e Riso,Pasta lunga,kg,137,30,OK,3.05,3.58,17.4,4,Distribuzione Sud Srl,G11,2028-07-14
SKU14041,Carta cucina 2 rotoli,Lenor,Pulizia Casa,Detersivi lavatrice,L,182,22,OK,2.07,3.07,48.3,22,Nord Food SpA,D02,2028-06-28
SKU14042,Risotto ai funghi surgel.,Algida,Surgelati,Pesce surgelato,g,167,11,OK,3.71,4.46,20.2,10,Continental Trade,E06,2026-09-29
SKU14044,Uova fresche L x6,Parmigiano Reggiano,Latticini e Uova,Latte,conf,250,18,OK,10.37,14.18,36.7,10,Import & Export Frescura,A12,2026-08-05
SKU14049,Pepe in grani,Heinz,Condimenti e Spezie,Salse,g,133,15,OK,4.17,5.61,34.5,10,Continental Trade,I11,2027-04-26
SKU14051,Peperoncino,Bertolli,Condimenti e Spezie,Aceto,ml,219,14,OK,6.87,8.42,22.6,10,Fresh Logistics Srl,J07,2027-05-03
SKU14057,Fusilli 500g,Buitoni,Pasta e Riso,Cereali secchi,g,66,13,OK,17.54,20.69,18.0,4,Frigo Transport SpA,H12,2027-03-18
SKU14062,Salsa Worcester,Knorr,Condimenti e Spezie,Salse,g,187,25,OK,4.27,5.26,23.2,10,BioItalia Srl,G06,2028-04-23
SKU14071,"Coca-Cola zero 1,5L",Barilla,Bevande,Alcol,L,111,30,OK,23.06,29.44,27.7,22,Fresh Logistics Srl,E04,2027-03-12
SKU14076,Uova allevamento terra,Granarolo,Latticini e Uova,Latte,pz,163,15,OK,19.25,25.27,31.3,10,Macro Distribuzione,E10,2026-07-12
SKU14080,Spaghetti n.5 500g,Barilla,Pasta e Riso,Pasta corta,g,243,17,OK,10.75,16.53,53.8,4,Agrimax Coop,I15,2029-01-06
SKU14085,Caffè macinato 250g,Yoga,Bevande,Succhi,cl,221,23,OK,2.95,3.8,28.8,22,Fresh Logistics Srl,B11,2027-02-10
SKU14088,Olive verdi denocciolate,Cirio,Conserve e Legumi,Condimenti,ml,136,30,OK,9.86,14.26,44.6,10,Fresh Logistics Srl,C03,2027-09-14
SKU14089,Pepe nero macinato,Knorr,Condimenti e Spezie,Salse,ml,145,17,OK,4.61,5.53,20.0,10,Macro Distribuzione,E04,2028-06-08
SKU14096,Rasoio usa e getta x3,L'Oréal,Igiene Personale,Igiene orale,g,128,19,OK,12.46,16.09,29.1,22,Frigo Transport SpA,I14,2028-10-06
SKU14101,Aglio in polvere,Bertolli,Condimenti e Spezie,Olio,g,216,15,OK,26.54,34.84,31.3,10,Nord Food SpA,B05,2027-05-27
SKU14103,Bresaola,Amadori,Carne,Bovino,conf,206,20,OK,2.64,3.34,26.5,10,Continental Trade,C05,2026-07-05
SKU14111,Cornetto classico x6,Findus,Surgelati,Gelati,conf,1,28,CRITICO,11.53,16.1,39.6,10,Continental Trade,F14,2027-05-02
SKU14120,Rosmarino essiccato,Bertolli,Condimenti e Spezie,Aceto,ml,238,26,OK,17.12,26.29,53.6,10,Nord Food SpA,G04,2027-02-07
SKU14129,Pomodori pelati 800g,Heinz,Conserve e Legumi,Legumi,pz,86,8,OK,14.03,17.09,21.8,10,Nord Food SpA,E15,2027-10-25
SKU14137,Linguine 500g,De Cecco,Pasta e Riso,Riso,g,55,17,OK,0.36,0.5,38.9,4,Mediterr. Foods,K09,2029-05-09
SKU14145,Cocco,SmartBuy,Frutta e Verdura,Erbe aromatiche,conf,1,8,CRITICO,13.05,16.56,26.9,4,Frigo Transport SpA,G01,2026-06-28
SKU14147,Fette biscottate classiche,Galbusera,Pane e Bakery,Pane,pz,105,9,OK,2.65,3.59,35.5,10,Distribuzione Sud Srl,C10,2026-07-19
SKU14151,Ferrero Rocher 16pz,Bauli,Dolci e Snack,Merendine,g,137,10,OK,8.59,11.35,32.1,22,Mediterr. Foods,L04,2027-12-17
SKU14154,Salsiccia suina,MarcaRe,Carne,Suino,conf,28,11,OK,10.25,15.36,49.9,10,Distribuzione Sud Srl,C05,2026-07-04
SKU14161,Crema idratante viso 50ml,Nivea,Igiene Personale,Igiene orale,ml,245,20,OK,4.74,5.83,23.0,22,Frigo Transport SpA,I06,2030-04-05
SKU14164,Olive verdi denocciolate,Star,Conserve e Legumi,Pomodoro,g,33,17,OK,20.41,29.53,44.7,10,Distribuzione Sud Srl,C03,2027-05-31
SKU14170,Spinaci surgelati 1kg,Bird's Eye,Surgelati,Verdure surgelate,kg,249,18,OK,1.74,2.58,48.3,10,Mediterr. Foods,E15,2027-06-09
SKU14178,Yogurt ai frutti di bosco,Grana Padano DOP,Latticini e Uova,Burro e Panna,L,63,10,OK,17.41,25.1,44.2,10,Import & Export Frescura,L15,2026-07-18
SKU14185,Trota filetto,MarcaRe,Pesce,Molluschi,conf,48,10,OK,19.72,26.64,35.1,10,Agrimax Coop,D14,2026-06-29
SKU14188,Pane integrale a fette,Gran Cereale,Pane e Bakery,Fette biscottate,g,4,18,CRITICO,27.73,42.2,52.2,10,Nord Food SpA,A14,2026-07-27
SKU14195,Calamari surgelati,Bird's Eye,Surgelati,Gelati,conf,130,6,OK,6.44,8.5,32.0,10,Distribuzione Sud Srl,F03,2026-12-15
SKU14200,Lenticchie in scatola,Valfrutta,Conserve e Legumi,Pomodoro,g,46,6,OK,20.01,24.99,24.9,10,Distribuzione Sud Srl,L05,2029-01-23
SKU14206,Baccalà secco,Callipo,Pesce,Pesce conservato,g,47,18,OK,8.06,11.22,39.2,10,Macro Distribuzione,F11,2026-07-02
SKU14208,Latte intero UHT,Danone,Latticini e Uova,Burro e Panna,g,92,15,OK,15.58,23.29,49.5,10,Continental Trade,K05,2026-07-26
SKU14212,Ketchup 350g,Carli,Condimenti e Spezie,Olio,ml,33,8,OK,16.49,19.54,18.5,10,Fresh Logistics Srl,L03,2027-04-07
SKU14216,Rasoio usa e getta x3,Nivea,Igiene Personale,Rasatura,ml,77,15,OK,2.37,3.24,36.7,22,Continental Trade,C10,2027-09-23
SKU14219,Calamari,Benessere,Pesce,Pesce conservato,g,249,22,OK,25.0,36.34,45.4,10,Mediterr. Foods,K12,2026-07-09
SKU14221,Pane di segale,Natura+,Pane e Bakery,Pane,conf,5,30,CRITICO,14.81,22.67,53.1,10,Import & Export Frescura,L14,2026-07-11
SKU14226,Peperoni rossi,EasyShop,Frutta e Verdura,Frutta fresca,conf,136,26,OK,20.82,27.25,30.9,4,Mediterr. Foods,I11,2026-07-04
SKU14235,Lucidante mobili spray,Regina,Pulizia Casa,Detersivi cucina,rotoli,40,5,OK,17.12,21.11,23.3,22,Distribuzione Sud Srl,I12,2030-01-13
SKU14244,Dentifricio classico 75ml,Dove,Igiene Personale,Detersivi corpo,ml,68,27,OK,8.7,10.77,23.8,22,BioItalia Srl,A12,2030-06-22
SKU14248,Spaghetti integrali 500g,Buitoni,Pasta e Riso,Pasta corta,g,69,9,OK,4.4,6.62,50.5,4,BioItalia Srl,J02,2027-04-20
SKU14249,Tabasco piccante,Knorr,Condimenti e Spezie,Salse,g,242,7,OK,17.06,22.14,29.8,10,Agrimax Coop,G15,2028-06-11
SKU14254,Pomodori pelati 800g,Mutti,Conserve e Legumi,Verdure conservate,g,45,13,OK,23.12,28.62,23.8,10,Continental Trade,L04,2029-05-29
SKU14256,Crema mani 100ml,Head & Shoulders,Igiene Personale,Cura capelli,g,141,24,OK,7.43,10.41,40.1,22,BioItalia Srl,F09,2028-12-27
SKU14260,Birra Moretti 33cl,Barilla,Bevande,Succhi,ml,111,28,OK,4.61,5.73,24.3,22,Mediterr. Foods,B09,2028-05-13
SKU14263,Digestive McVitie's,Pavesi,Dolci e Snack,Merendine,g,46,28,OK,5.53,7.44,34.5,22,Import & Export Frescura,C12,2027-03-24
